State,Year,Category,Project,Company,Jobs Created,Qualified Expenditures,Incentive Issued
Connecticut,2014,Film and Digital Media Production Tax Credit,,"Prospect Park Networks, LLC",,"$19,910,154","$5,973,046"
Louisiana,2016,Feature Film,Girl Trip,Trip Productions LLC,,"$17,750,245","$5,954,155"
California,2015,TV Series (Basic Cable),Rizzoli & Isles 5,Horizon Scripted Television,426,"$29,500,000","$5,900,000"
California,2015,TV Series (Basic Cable),Justified 5,Woodridge Productions,471,"$29,457,000","$5,891,000"
California,2017,Recurring TV Series,Crazy Ex Girlfriend 2,CBS Studios Inc.,268,"$29,518,000","$5,873,000"
North Carolina,2014,,The Longest Ride,Twentieth Century Fox Film Corporation,583,"$23,345,745","$5,836,436"
Pennsylvania,,,Southpaw,"Hope Films, Inc.",0,,"$5,814,279"
New York,2016,Film/TV,Going In Style,"New Line Productions, Inc.","2,419","$25,748,862","$5,812,747"
California,2015,Feature Film,Entourage,Warner Bros Pictures,306,"$29,055,000","$5,811,000"
Louisiana,2015,Feature Film,The Big Short,Government Issue LLC (Paramount),,"$18,649,186","$5,799,400"
California,2016,Relocating TV Series,Mistresses 4,"FTP Productions, Inc.",237,"$23,198,000","$5,799,000"
Texas,2017,Television Program,Leftovers Season 2,,,,"$5,770,000"
California,2016,Relocating TV Series,Secrets and Lies 2,ABC Studios,313,"$22,938,000","$5,734,000"
Pennsylvania,,,Dead Man Down,"DMD Productions, LLC",87,,"$5,725,758"
Louisiana,2010,TV Series,Memphis Beat,Delta Blues Productions LLC (Warner Brothers),,"$17,987,651","$5,710,972"
New York,2016,Film/TV,Alpha House Season 1,"Picrow, Inc.","2,057","$25,494,399","$5,687,667"
New York,2016,Film/TV,Deliver Us From Evil,"Screen Gems Productions, Inc.","1,305","$32,004,564","$5,687,237"
Pennsylvania,,,Fathers & Daughters,"F&D PRODUCTIONS, LLC c/o Voltage Productions",0,,"$5,660,952"
South Carolina,2013,MOW's/Cable Movies/TV Series/Pilots,Army Wives - Season 7,,"2,110","$13,676,997","$5,634,118"
New York,2017,Film/TV,Maya & Marty,"NBC Studios, LLC","1,310","$26,816,396","$5,624,866"
Louisiana,2011,Feature Film,Cogan's Trade,"Cogan's Productions/Cogan's Investments, LLC",,"$18,250,241","$5,618,145"
California,2015,TV Series (Basic Cable),Perception 3,FTP Productions,386,"$27,748,000","$5,549,000"
California,2017,New TV Series,Pitch 1,Twentieth Century Fox Film Corporation,344,"$27,250,000","$5,547,000"
Pennsylvania,,,THE MOST WONDERFUL TIME,CBS Films Inc.,0,,"$5,538,721"
Rhode Island,2007,TV Series,Brotherhood Season Two,,,"$20,000,000","$5,484,600"
California,2016,Feature Film,Why Him,Twentieth Century Fox Film Corporation,203,"$26,510,000","$5,479,000"
California,2017,New TV Series,Sharp Objects,"Walk Don't Run Productions, LLC",279,"$26,460,000","$5,447,000"
New York,2016,Film/TV,Bridge of Spies,St. James Place Prodns LLC,"1,548","$24,003,231","$5,430,620"
Maryland,2014,,VEEP (Season 2),,"1,079","$23,246,730","$5,415,019"
Pennsylvania,,,Foxcatcher,Pennsylvania Fair Hill LLC c/o Annapurna Productions LLC,250,,"$5,412,616"
Maryland,2016,,VEEP (Season 4),,"1,315","$31,132,855","$5,384,173"
California,2016,Feature Film,Unforgettable,Warner Bros. Pictures,517,"$26,872,000","$5,374,000"
California,2017,Feature Film,Magic Camp,"Ultimo Films, Inc.",291,"$24,085,000","$5,369,000"
California,2017,Feature Film,Timmy Failure,"Newsub 87 Productions, Inc.",214,"$26,602,000","$5,346,000"
Massachusetts,2013,,Labor Day,"Frank's Pie Company, LLC",,,"$5,329,775"
South Carolina,2015,MOW's/Cable Movies/TV Series/Pilots,Outcast - Season 1,,715,"$10,526,763","$5,308,531"
California,2016,TV Series (Basic Cable),Agent X 1,TBS,380,"$26,498,000","$5,299,000"
New York,2016,Film/TV,Ricki and the Flash,"Tristar Productions, Inc.","1,464","$30,259,070","$5,292,244"
Louisiana,2012,Feature Film,Oldboy,OB Productions Inc.,,"$16,966,556","$5,272,651"
North Carolina,2012,,We're the Millers,Classic Films Inc.,490,"$21,063,155","$5,265,789"
Connecticut,2016,Film and Digital Media Production Tax Credit,,"ESPN Enterprises, Inc.",,"$44,759,774","$5,249,111"
California,2017,Relocating TV Series,ABC American Crime 3,ABC Studios,250,"$20,895,000","$5,223,000"
California,2016,New TV Series,"Good Girls Revolt, The 1",Amazon Studios LLC,523,"$26,135,000","$5,222,000"
California,2016,Feature Film,CHiPs,Warner Bros. Pictures,184,"$24,346,000","$5,219,000"
North Carolina,2013,,Eastbound and Down,"Enemy Migs Productions, Inc.","2,383","$20,864,272","$5,216,068"
Louisiana,2015,TV Series,Scream,Next Production LLC,,"$16,476,625","$5,213,708"
Massachusetts,2014,,Olive Kitteridge,"Crosby Productions, LLC",,,"$5,175,613"
New York,2016,Film/TV,Cafe Society,Perdido Productions Inc.,"1,246","$20,552,526","$5,171,348"
California,2016,New TV Series,Code Black 1,ABC Studios,385,"$25,674,000","$5,168,000"
Maryland,2015,,VEEP (Season 3),,"1,012","$25,691,073","$5,156,525"
California,2016,Feature Film,Conjuring 2,"S&K Pictures, Inc.",161,"$25,210,000","$5,138,000"
Louisiana,2013,Feature Film,Heat,SJ Heat Productions LLC,,"$16,336,681","$5,114,169"
Rhode Island,2006,Feature,Dan in Real Life,,,"$20,000,000","$5,108,819"
Louisiana,2012,Feature Film,Motel,Motel Film LLC,,"$16,595,991","$5,100,107"
Oregon,2016,Series TV,GRIMM (S4),Studios USA First-Run Entertainment LLC,,,"$5,100,000"
Connecticut,2016,Film and Digital Media Production Tax Credit,,Valleycrest Productions Ltd.,,,"$5,099,675"
Ohio,2017,,The One Percent (TV series - Pilot),"Sunny Laura Productions, LLC",,,"$5,089,660"
Connecticut,2007,Film and Digital Media Production Tax Credit,,"Forever in Blue, LLC",,"$16,950,270","$5,085,216"
North Carolina,2011,,Journey 2 - The Mysterious Island,"Rose City Pictures, Inc.",435,"$20,285,289","$5,071,322"
Massachusetts,2015,,Unfinished Business (formerly known as The Business Trip),"Allied Films, Inc.",,,"$5,071,020"
Rhode Island,2008,TV Series,Brotherhood Season Three,,,"$19,000,000","$5,069,323"
Connecticut,2010,Film Infrastructure Tax Credit,,"World Wrestling Entertainment, Inc.",,,"$5,062,711"
Louisiana,2016,Feature Film,Bad Moms,Bad Moms Louisiana LLC,,"$15,537,069","$5,058,738"
Ohio,2016,,Fast & Furious 8,FF8 Productions LLC,,,"$5,055,805"
Mississippi,2017,,Get on Up (aka The James Brown Story),,,"$1,590,145","$5,048,726"
California,2016,New TV Series,Crazy Ex Girlfriend 1,CBS Studios Inc.,581,"$24,989,000","$5,045,000"
Louisiana,2013,Feature Film,When the game Stands Tall,Game Investments LLC,,"$15,711,167","$5,018,569"
New York,2016,Film/TV,"Night Before, The","Xmas Films, Inc.","2,019","$32,917,697","$5,014,337"
Florida,,FEATURE FILM,DOLPHIN TALE 2,,"1,618","$16,714,290","$5,014,287"
New York,2017,Film/TV,Master of None,"Universal Television, LLC","2,241","$21,167,516","$5,013,324"
North Carolina,2009,,One Tree Hill,"WB Studio Enterprises, Inc.","7,770","$33,356,477","$5,003,472"
North Carolina,2016,,Under the Dome - Season 3,"Eye Productions, Inc.","1,351","$35,038,345","$5,000,000"
Ohio,2012,,Captain America - WinterSoldier; Chase,"Vita Ray Ohio Productions, Inc.",,,"$5,000,000"
Ohio,2014,,W ake,Circle of Confusion LLC,,,"$5,000,000"
Ohio,2015,,Mother's Day,Mother's Movie LLC,,,"$5,000,000"
New York,2017,Film/TV,Younger - Season 2,"Viacom International, Inc.","2,832","$23,954,079","$4,993,860"
California,2016,TV Series (Basic Cable),Murder in the First 2,Turner North Center Productions,312,"$24,908,000","$4,981,000"
New York,2015,Film/TV,Manhattan Love Story - Season 1,FTP Productions LLC,"1,940","$23,191,718","$4,960,747"
California,2016,Recurring TV Series,Snowfall 1,"Minim Productions, Inc.",385,"$24,737,000","$4,952,000"
Texas,2012,Television Program,Chase - Season 1,,,,"$4,951,975"
California,2015,TV Series (Basic Cable),Switched at Birth 3,Prodco,369,"$24,699,000","$4,939,000"
North Carolina,2010,,One Tree Hill,"WB Studio Enterprises, Inc.","7,160","$27,730,215","$4,936,153"
California,2017,New TV Series,Law & Order: True Crime - Menendez,"Universal Television, LLC",269,"$24,516,000","$4,933,000"
New York,2015,Film/TV,Taxi Brooklyn,"Brooklyn South, Inc.","1,700","$25,595,067","$4,922,709"
California,2017,TV Series (Basic Cable),Murder in the First 3,Turner North Center Productions,312,"$24,600,000","$4,920,000"
Ohio,2013,,Captain America - WinterSoldier; Stunts,"Freezer Burn Productions, Inc.",,,"$4,903,395"
Louisiana,2011,Feature Film,Leatherface 3D,Nu Image,,"$15,770,772","$4,897,920"
Louisiana,2012,Feature Film,12 Years a Slave,Bass Films Investments LLC,,"$15,482,543","$4,885,416"
California,2016,TV Series (Basic Cable),Switched at Birth 4,Prodco,330,"$24,401,000","$4,880,000"
Ohio,2013,,Draft Day,"First Pick Productions, LLC",,,"$4,879,722"
California,2015,Feature Film,Straight Outta Compton,Universal City Studios,379,"$24,399,000","$4,879,000"
Louisiana,2013,TV Series,Ravenswood Season 1,Delta Blues Productions LLC (Warner Brothers),,"$15,173,191","$4,876,454"
Oregon,2015,Series TV,GRIMM (S3),Studios USA First-Run Entertainment LLC,,,"$4,850,000"
Rhode Island,2005,TV Series,Brotherhood Season One,,,"$19,292,960","$4,823,240"
New York,2017,Film/TV,Wizard of Lies,"17th Floor Productions, LLC","2,068","$21,136,883","$4,777,074"
New York,2016,Film/TV,Sound of Music Live,NBC Studios,511,"$21,233,675","$4,764,626"
Pennsylvania,,,LAST FLAG FLYING,"Last Flag Flying Productions, LLC",0,,"$4,747,310"
Illinois,,TV,Playboy Series 1 Episodes 1-6,,,
Pennsylvania,,,Dark Fields,"Dark Fields Productions, LLC",100,,"$4,718,011"
Louisiana,2013,TV MOW,Bonnie & Clyde,Quadra Bayou Investments (Sony),,"$14,775,012","$4,701,505"
Pennsylvania,,,Fences,Paramount Pictures,"1,000",,"$4,688,451"
New York,2016,Film/TV,"Red Oaks, Season 1","Picrow, Inc","1,554","$22,893,015","$4,675,877"
North Carolina,2014,,Max,"Picture 8 Productions, LLC","1,082","$18,692,329","$4,673,082"
North Carolina,2012,,Eastbound & Down,"Enemy Mig's Productions, Inc.","2,105","$18,664,715","$4,666,179"
California,2016,TV Series (Basic Cable),American Crime Story: 1 The People v. O.J. Simpson,Pacific 2.1 Entertainment Group,302,"$23,262,000","$4,652,000"
Oklahoma,,,August Osage County,,
Louisiana,2012,Feature Film,Percy Jackson: Sea of Monsters,Fox Louisiana Investments LLC,,"$14,747,316","$4,598,829"
New York,2016,Film/TV,St. Vincent,DH Films Inc,"1,471","$20,207,512","$4,579,729"
California,2016,Recurring TV Series,Rosewood 1.5,Twentieth Century Fox Film Corporation,375,"$22,295,000","$4,574,000"
California,2016,New TV Series,Heartbeat 1,Universal Television LLC,265,"$22,771,000","$4,560,000"
Louisiana,2014,Feature Film,Our Brand is Crisis,Louisiana Premiere Films LLC (Warner),,"$14,511,179","$4,555,433"
Connecticut,2009,Film and Digital Media Production Tax Credit,,"AGT Productions, LLC",,,"$4,543,863"
Louisiana,2013,TV Series,Salem,Breakout Kings Productions LLC,,"$14,475,031","$4,535,691"
North Carolina,2014,,Untitled Armored,Armored Car Producions. LLC,982,"$18,120,705","$4,530,176"
Connecticut,2010,Film and Digital Media Production Tax Credit,,Lock and Key Productions,,"$15,015,641","$4,504,692"
Oregon,2014,Series TV,GRIMM (S2),Studios USA First-Run Entertainment LLC,,,"$4,500,000"
Illinois,,TV,Boss Season 2,,,
Pennsylvania,,,OUT OF THE FURNACE,"Furnace Films, LLC",266,,"$4,494,325"
Pennsylvania,,,SILVER LININGS PLAYBOOK,"SLP Films, Inc.",0,,"$4,458,824"
Louisiana,2015,TV Series,Astronauts Wives Club,Produced Bayou Inc. (ABC Studios),,"$14,175,598","$4,457,067"
Pennsylvania,,,Political Animals,Horizon Scripted Television Inc.,175,,"$4,449,523"
New York,2017,Film/TV,Best Time Ever with Neil Patrick Harris,"Over the Pond Productions, Inc.",767,"$22,397,791","$4,420,239"
Texas,2016,Television Program,American Crime,,,,"$4,415,966"
New York,2015,Film/TV,Normal Heart,Archover Prodns LLC,"2,116","$18,869,454","$4,396,767"
California,2017,TV Series (Basic Cable),Hit the Floor 4,Film Syndicate,143,"$21,744,000","$4,348,000"
Massachusetts,2014,,Sea of Trees,"Grand Experiment, LLC",,,"$4,335,421"
California,2016,Recurring TV Series,Animal Kingdom 1,Horizon Scripted Television Inc.,321,"$21,500,000","$4,309,000"
Tennessee,2017,TV Series,Million Dollar Quartet,,,"$17,235,555","$4,308,889"
North Carolina,2012,,Safe Haven,"Safe Haven Productions, LLC",135,"$17,162,312","$4,290,578"
New York,2016,Film/TV,Eye Candy Season 1,Viacom International Inc.,"1,999","$20,148,973","$4,283,075"
Pennsylvania,,,SAFE,"SAFE Productions, LLC",87,,"$4,278,150"
New York,2015,Film/TV,White Collar Season 6,"TVM Productions, Inc","1,440","$20,452,028","$4,253,732"
North Carolina,2012,,The Conjuring,"Rose City Pictures, Inc.",419,"$16,996,624","$4,249,156"
Ohio,2015,,The Ohio Players,A Steele Films LLC,,,"$4,244,203"
New York,2016,Film/TV,Younger Season 1,Viacom International,"2,247","$20,347,211","$4,218,721"
Louisiana,2013,Feature Film,Hot Tub Time Machine 2,Great White Buffalo Productions LLC,,"$13,240,960","$4,217,759"
Pennsylvania,,,Won't Back Down formerly know as Still I Rise,Blue Productions LLC,125,,"$4,214,485"
North Carolina,2008,,One Tree Hill,WB Studio Enterprises,"2,895","$28,043,354","$4,206,503"
Louisiana,2011,Feature Film,Fire with Fire,Emmet / Furlough,,"$13,592,813","$4,193,563"
Louisiana,2014,Feature Film,Midnight Special,Louisiana Special Funds LLC,,"$13,425,516","$4,191,125"
California,2016,New TV Series,Shooter 1,Paramount Pictures Corp.,237,"$20,408,000","$4,173,000"
North Carolina,2006,,Surface,"Northern Entertainment, Inc.","2,456","$27,688,802","$4,153,320"
Rhode Island,2007,Feature,27 Dresses,,,"$20,000,000","$4,144,901"
Louisiana,2013,Feature Film,Left Behind,Left Behind Investments LLC,,"$13,149,479","$4,144,801"
California,2015,TV Series (Basic Cable),Hit the Floor 2,Film Syndicate,147,"$20,697,000","$4,139,000"
Texas,2017,Television Program,"""FROM DUSK TILL DAWN"" - SEASON 2",,,,"$4,125,433"
New York,2016,Film/TV,Most Violent Year,,952,"$19,369,162","$4,115,527"
Illinois,,TV,Chicago Fire #23 & 24,,,
Connecticut,2014,Film and Digital Media Production Tax Credit,,Ralph Edwards/Stu Billett Productions,,,"$4,095,881"
Connecticut,2008,Film and Digital Media Production Tax Credit,,Genre Connecticut Productions LLC,,"$13,526,941","$4,058,082"
North Carolina,2007,,One Tree Hill,"WB Studio Enterprises, Inc","3,289","$27,001,745","$4,050,262"
Texas,2015,Television Program,FROM DUSK TILL DAWN,,,,"$4,047,072"
California,2015,TV Series (Basic Cable),Legends,Pacific 2.1 Entertainment Group,133,"$20,218,000","$4,043,000"
Texas,2017,Television Program,American Crime - Season 2,,,,"$4,041,105"
California,2016,New TV Series,Westworld 1.5,"Autonomy Productions, LLC",249,"$27,894,000","$4,000,000"
California,2017,Feature Film,Beautiful Boy,Amazon Studios LLC,236,"$19,326,000","$4,000,000"
Pennsylvania,,,QVC Inc. Television Programs 9/1/16 - 8/31/17,"QVC, Inc.",24,,"$4,000,000"
Louisiana,2011,TV Series,Memphis Beat Season 2,Delta Blues Pictures LLC (Warner Bros.),,"$12,091,439","$3,981,186"
California,2016,Feature Film,Clean Pass fka God Particle,Paramount Pictures,194,"$19,282,000","$3,970,000"
Connecticut,2017,Film and Digital Media Production Tax Credit,,Ralph Edwards/Stu Billett Productions,,"$51,926,446","$3,969,341"
Connecticut,2016,Film and Digital Media Production Tax Credit,,Ralph Edwards/Stu Billett Productions,,,"$3,969,189"
Connecticut,2008,Film and Digital Media Production Tax Credit,,"TJ Productions, LLC",,"$13,158,771","$3,947,631"
Ohio,2013,,Carol,Salt Film Productions,,,"$3,934,828"
California,2017,TV Series (Basic Cable),Stitchers 2,Prodco,375,"$19,638,000","$3,927,000"
Louisiana,2011,TV Series,Common Law,Danni Productions LLC (CBS Studios),,"$12,156,408","$3,916,360"
Pennsylvania,,,Dowward Dog - Season 1,Ruff Draft Productions LLC,322,,"$3,904,363"
Connecticut,2014,Film and Digital Media Production Tax Credit,,"ASIG Productions, LLC",,"$12,960,172","$3,888,052"
Louisiana,2014,Feature Film,Kidnap,Kidnap Movie Production LLC,,"$12,414,697","$3,869,397"
Louisiana,2014,Feature Film,Trumbo,Trumbo Productions LLC,,"$12,180,228","$3,861,461"
Illinois,,TV,Ride Along Season 1 Epi 7-12,,,
California,2016,TV Series (Basic Cable),Hit the Floor 3,Film Syndicate,163,"$19,323,000","$3,846,000"
Texas,2017,Television Program,DALLAS SEASON 3,,,,"$3,831,292"
Ohio,2015,,The Ohio Players,A Steele Films LLC,,,"$3,830,603"
Louisiana,2014,Feature Film,I Saw The Light,I Saw the Light LLC,,"$12,082,113","$3,826,296"
California,2015,Feature Film,"Gambler, The",Paramount Pictures,227,"$19,086,000","$3,817,000"
New York,2016,Film/TV,Top Five,Jax Media LLC,"2,935","$15,324,279","$3,810,170"
North Carolina,2007,,Talladega Nights,"High Wide And Handsome, Inc.",865,"$25,349,625","$3,802,444"
Louisiana,2011,Feature Film,Pitch Perfect,Gold Circle Films,,"$11,996,809","$3,800,021"
Ohio,2015,,To Make Heaven Weep,Post Industrial Productions,,,"$3,790,913"
Florida,,HIGH IMPACT TV SERIES,GLADES SEASON 4,,"3,816","$18,939,259","$3,787,852"
Pennsylvania,,,American Pastoral,American Pastoral Productions LLC,350,,"$3,759,664"
Utah,2017,,Andi Mack Season 2,,,
Louisiana,2015,TV Series,Hap and Leonard,Hap and Leonard Productions LLC,,"$11,613,304","$3,736,556"
Connecticut,2017,Film and Digital Media Production Tax Credit,,Valleycrest Productions Ltd.,,"$29,432,382","$3,730,039"
Louisiana,2012,TV Series,Common Law,Danni Productions LLC (CBS Studios),,"$11,576,123","$3,707,144"
New York,2016,Film/TV,Deuce - Pilot,"Penny Lane Productions, LLC","1,625","$14,180,990","$3,682,552"
North Carolina,2013,,Tammy,"Adobe Pictures, Inc.",382,"$14,584,322","$3,646,081"
Alabama,2015,,USS Indianapolis,,,
Connecticut,2009,Film Infrastructure Tax Credit,,Blue Sky Studios,,,"$3,588,198"
Louisiana,2011,TV Series,Treme- Season 3,Fee Nah Nay LLC (HBO),,"$11,325,590","$3,579,906"
Connecticut,2008,Film and Digital Media Production Tax Credit,,"WJH Productions, LLC",,"$11,923,406","$3,577,022"
Connecticut,2015,Film and Digital Media Production Tax Credit,,"ESPN Enterprises, Inc.",,,"$3,563,974"
Texas,2015,Feature Film,My All American,,,,"$3,555,339"
Oregon,2013,Series TV,LEVERAGE (S5),Leverage 5 Productions Inc.,,,"$3,550,000"
Connecticut,2013,Film and Digital Media Production Tax Credit,,Ralph Edwards/Stu Billett Productions,,,"$3,543,522"
California,2015,TV Series (Basic Cable),Murder in the First 1,Turner North Center Productions,277,"$17,713,000","$3,542,000"
Connecticut,2007,Film and Digital Media Production Tax Credit,,"In Bloom, LLC",,"$11,679,687","$3,503,906"
